Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1667,60,RL,59,23303,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,20,Gd,TA,PConc,Ex,TA,Av,GLQ,1230,Unf,0,278,1508,GasA,Ex,Y,SBrkr,1508,1012,0,2520,1,0,2,1,5,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,640,TA,TA,Y,192,273,0,0,0,0,NA,NA,NA,0,6,2009,WD,Family
1668,20,RL,87,10367,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015,Unf,0,724,1739,GasA,Ex,Y,SBrkr,1743,0,0,1743,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008,RFn,3,927,TA,TA,Y,168,45,0,0,0,0,NA,NA,NA,0,6,2009,ConLI,Normal
1669,20,RL,77,10872,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037,Unf,0,467,1504,GasA,Ex,Y,SBrkr,1531,0,0,1531,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006,Fin,3,700,TA,TA,Y,184,52,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal
1670,20,RL,102,13514,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,285,Ex,TA,PConc,Ex,TA,No,GLQ,1142,Unf,0,632,1774,GasA,Ex,Y,SBrkr,1808,0,0,1808,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,850,TA,TA,Y,200,26,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1671,20,RL,90,12878,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418,Gd,TA,PConc,Gd,TA,No,ALQ,1262,Unf,0,498,1760,GasA,Ex,Y,SBrkr,1760,0,0,1760,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2003,Fin,2,583,TA,TA,Y,165,190,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1672,20,RL,110,15274,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724,Gd,TA,PConc,Ex,TA,No,GLQ,1972,Unf,0,480,2452,GasA,Ex,Y,SBrkr,2452,0,0,2452,2,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2003,Fin,3,886,TA,TA,Y,0,116,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal
1673,60,RL,96,13262,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1082,1082,GasA,Ex,Y,SBrkr,1105,1295,0,2400,0,0,3,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2003,Fin,3,730,TA,TA,Y,114,40,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1674,20,RL,70,9658,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1598,1598,GasA,Gd,Y,SBrkr,1606,0,0,1606,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,3,871,TA,TA,Y,230,60,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1675,120,RL,47,6904,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Av,ALQ,836,Unf,0,522,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1676,120,RL,34,5122,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,Gd,TA,Av,GLQ,881,Unf,0,425,1306,GasA,Ex,Y,SBrkr,1306,0,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1677,120,RL,80,10307,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176,Gd,TA,PConc,Gd,TA,No,GLQ,876,Unf,0,474,1350,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,484,TA,TA,Y,192,26,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1678,20,RL,100,14836,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730,Ex,TA,PConc,Ex,TA,Gd,GLQ,2146,Unf,0,346,2492,GasA,Ex,Y,SBrkr,2492,0,0,2492,1,0,2,1,2,1,Ex,8,Typ,1,Ex,Attchd,2004,Fin,3,949,TA,TA,Y,226,235,0,0,0,0,NA,NA,NA,0,2,2009,WD,Abnorml
1679,20,RL,117,15262,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470,Gd,TA,PConc,Ex,TA,Gd,GLQ,1557,Unf,0,643,2200,GasA,Ex,Y,SBrkr,2200,0,0,2200,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2003,Fin,3,685,TA,TA,Y,208,55,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1680,120,RL,44,7390,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2009,Hip,CompShg,MetalSd,MetalSd,BrkFace,308,Ex,TA,PConc,Ex,TA,No,GLQ,800,Unf,0,1084,1884,GasA,Ex,Y,SBrkr,1884,0,0,1884,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,649,TA,TA,Y,231,90,0,0,0,0,NA,NA,NA,0,5,2009,New,Partial
1681,120,RL,48,6472,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1451,1451,GasA,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,RFn,2,539,TA,TA,Y,192,42,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal
1682,20,RL,129,16770,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196,Unf,0,516,1712,GasA,Ex,Y,SBrkr,1712,0,0,1712,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2002,RFn,3,701,TA,TA,Y,218,183,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1683,120,RL,48,3480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2003,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal
1684,60,RL,63,10928,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,100,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1685,60,RL,57,8918,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,745,745,GasA,Ex,Y,SBrkr,745,745,0,1490,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,392,TA,TA,Y,36,20,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1686,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1204,1220,GasA,Ex,Y,SBrkr,1220,0,0,1220,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1687,80,RL,59,9434,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,384,384,GasA,Ex,Y,SBrkr,744,630,0,1374,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2004,Fin,2,400,TA,TA,Y,100,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1688,60,RL,62,7984,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,868,868,GasA,Ex,Y,SBrkr,868,762,0,1630,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004,Fin,2,436,TA,TA,Y,120,48,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1689,60,RL,61,10125,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,846,846,GasA,Ex,Y,SBrkr,846,748,0,1594,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,2,434,TA,TA,Y,300,48,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal
1690,60,RL,NA,8965,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,652,Unf,0,130,782,GasA,Ex,Y,SBrkr,806,683,0,1489,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003,Fin,2,400,TA,TA,Y,0,75,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1691,60,RL,NA,8174,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,494,Unf,0,204,698,GasA,Ex,Y,SBrkr,698,644,0,1342,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,393,TA,TA,Y,100,56,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1692,60,RL,NA,12891,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NA,NA,Gd,TA,PConc,Ex,TA,No,GLQ,651,Unf,0,219,870,GasA,Ex,Y,SBrkr,878,1126,0,2004,1,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002,Fin,3,644,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1693,80,RL,61,9734,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,241,Rec,113,30,384,GasA,Ex,Y,SBrkr,744,630,0,1374,0,0,2,1,3,1,Gd,7,Typ,0,NA,BuiltIn,2004,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1694,60,RL,42,8433,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,683,Unf,0,111,794,GasA,Ex,Y,SBrkr,819,695,0,1514,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,394,TA,TA,Y,0,72,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1695,80,RL,62,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,RFn,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1696,60,RL,NA,15896,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,No,ALQ,913,Unf,0,264,1177,GasA,Ex,Y,SBrkr,1223,1089,0,2312,1,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999,Fin,3,658,TA,TA,Y,298,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1697,80,RL,64,7848,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,384,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,410,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1698,60,RL,106,12720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,Gd,TA,PConc,Gd,TA,Mn,GLQ,1173,Unf,0,282,1455,GasA,Ex,Y,SBrkr,1466,1221,0,2687,1,0,2,1,4,1,Gd,10,Typ,2,TA,BuiltIn,2000,RFn,3,810,TA,TA,Y,252,30,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1699,20,RL,NA,10750,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,634,Gd,TA,PConc,Gd,TA,Av,BLQ,236,GLQ,1526,262,2024,GasA,Ex,Y,SBrkr,2063,0,0,2063,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,1994,Fin,3,815,TA,TA,Y,182,56,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1700,60,RL,79,9085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,286,Gd,TA,PConc,Gd,TA,No,GLQ,816,Unf,0,254,1070,GasA,Ex,Y,SBrkr,1094,967,0,2061,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1995,Fin,2,647,TA,TA,Y,296,102,209,0,0,0,NA,NA,NA,0,11,2009,WD,Normal
1701,60,RL,NA,11692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,372,Gd,TA,PConc,Gd,TA,No,GLQ,624,Unf,0,549,1173,GasA,Ex,Y,SBrkr,1215,1017,0,2232,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993,RFn,2,623,TA,TA,Y,173,165,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal
1702,20,RL,86,11194,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1696,1696,GasA,Ex,Y,SBrkr,1696,0,0,1696,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,972,TA,TA,Y,120,56,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1703,20,RL,78,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1614,1614,GasA,Ex,Y,SBrkr,1658,0,0,1658,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008,Fin,3,726,TA,TA,Y,144,44,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1704,20,RL,85,10130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260,Gd,TA,PConc,Gd,TA,Av,GLQ,1294,Unf,0,408,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,844,TA,TA,Y,0,69,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1705,20,RL,76,9139,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206,Gd,TA,PConc,Ex,TA,Av,GLQ,379,Unf,0,1043,1422,GasA,Ex,Y,SBrkr,1432,0,0,1432,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,Fin,2,492,TA,TA,Y,297,50,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1706,20,RL,85,11128,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198,Ex,TA,PConc,Ex,TA,Gd,GLQ,2158,Unf,0,300,2458,GasA,Ex,Y,SBrkr,2490,0,0,2490,1,0,2,0,2,1,Ex,9,Typ,2,Gd,Attchd,2005,Fin,3,795,TA,TA,Y,70,226,0,0,0,0,NA,GdPrv,NA,0,10,2009,WD,Normal
1707,20,FV,90,7993,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,NA,NA,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1436,1436,GasA,Ex,Y,SBrkr,1436,0,0,1436,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2008,Fin,2,529,TA,TA,Y,0,121,0,0,0,0,NA,NA,NA,0,10,2009,New,Partial
1708,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1402,1402,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,2,625,TA,TA,Y,205,126,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1709,20,FV,112,12606,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1530,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,984,TA,TA,Y,212,136,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1710,20,FV,75,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1348,1372,GasA,Ex,Y,SBrkr,1448,0,0,1448,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,692,TA,TA,Y,0,140,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1711,60,FV,84,10603,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,121,Gd,TA,PConc,Ex,Gd,No,GLQ,682,Unf,0,218,900,GasA,Ex,Y,SBrkr,909,886,0,1795,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006,Fin,3,782,TA,TA,Y,168,45,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1712,20,FV,65,8125,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1836,1836,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2009,Fin,2,517,TA,TA,Y,0,175,0,0,0,0,NA,NA,NA,0,10,2009,New,Partial
1713,20,FV,85,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1430,Unf,0,222,1652,GasA,Ex,Y,SBrkr,1662,0,0,1662,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006,RFn,3,711,TA,TA,Y,168,120,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1714,20,FV,68,8736,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,771,ALQ,360,422,1553,GasA,Ex,Y,SBrkr,1553,0,0,1553,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2003,RFn,2,588,TA,TA,Y,192,88,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1715,60,FV,65,8127,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,410,Unf,0,402,812,GasA,Ex,Y,SBrkr,812,841,0,1653,1,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003,RFn,2,628,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1716,20,RL,80,9605,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1218,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,2007,RFn,2,576,TA,TA,Y,0,178,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal
1717,20,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,GLQ,54,Unf,0,1087,1141,GasA,Ex,Y,SBrkr,1141,0,0,1141,1,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,2006,RFn,2,484,TA,TA,Y,182,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1718,20,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,0,0,1,1,3,1,Gd,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,50,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
